actual_distance_m,evaluated_procedures,pbr_valid,pbr_median_m,pbr_mean_m,pbr_stdev_m,pbr_min_m,pbr_max_m,trial_median_min_m,trial_median_max_m,trial_median_span_m,median_error_m
0.5,153,153,1.3894407738395402,1.3905162877861552,0.0583522368171998,1.1444011209321823,1.5698226836466855,1.3842119762044898,1.4083966307031863,0.024184654498696556,0.8894407738395402
0.75,153,152,1.9291533988464749,1.8887785708177,0.17643972022633883,1.108992279741498,2.136380158877081,1.9043585264916816,1.948940785001612,0.04458225850993047,1.1791533988464749
1.0,152,152,2.2195140941364526,2.19549854166782,0.09481091584207667,1.8092535014638205,2.3465753851351234,2.170055900378075,2.2503264587906346,0.08027055841255981,1.2195140941364526
