time_sec,seq,ax_ms2,ay_ms2,az_ms2,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
1489.490000,148949,0.043000,-0.918000,9.803000,0.004385,-0.093610,0.999628,0.000000,-0.001000,-0.001000
1489.500000,148950,0.048000,-0.899000,9.814000,0.004895,-0.091672,1.000749,0.001000,0.000000,-0.001000
1489.510000,148951,0.055000,-0.914000,9.787000,0.005608,-0.093202,0.997996,0.000000,0.000000,0.000000
1489.520000,148952,0.050000,-0.903000,9.825000,0.005099,-0.092080,1.001871,0.001000,0.000000,0.000000
1489.530000,148953,0.034000,-0.897000,9.823000,0.003467,-0.091469,1.001667,0.000000,-0.001000,0.000000
1489.540000,148954,0.043000,-0.903000,9.811000,0.004385,-0.092080,1.000444,0.000000,-0.001000,0.000000
1489.550000,148955,0.052000,-0.902000,9.803000,0.005303,-0.091978,0.999628,-0.001000,0.000000,-0.002000
1489.560000,148956,0.050000,-0.887000,9.814000,0.005099,-0.090449,1.000749,0.000000,-0.001000,0.000000
1489.570000,148957,0.039000,-0.905000,9.809000,0.003977,-0.092284,1.000240,0.000000,-0.002000,0.000000
1489.580000,148958,0.046000,-0.890000,9.821000,0.004691,-0.090755,1.001463,0.000000,-0.002000,0.000000
1489.590000,148959,0.035000,-0.896000,9.831000,0.003569,-0.091367,1.002483,0.000000,-0.001000,0.000000
1489.600000,148960,0.059000,-0.892000,9.812000,0.006016,-0.090959,1.000546,0.000000,-0.001000,-0.001000
1489.610000,148961,0.036000,-0.909000,9.812000,0.003671,-0.092692,1.000546,0.000000,-0.001000,0.000000
1489.620000,148962,0.049000,-0.916000,9.805000,0.004997,-0.093406,0.999832,0.000000,-0.001000,0.000000
1489.630000,148963,0.056000,-0.910000,9.818000,0.005710,-0.092794,1.001157,0.000000,-0.002000,0.000000
1489.640000,148964,0.053000,-0.913000,9.803000,0.005404,-0.093100,0.999628,0.000000,-0.001000,-0.001000
1489.650000,148965,0.047000,-0.906000,9.817000,0.004793,-0.092386,1.001055,0.000000,-0.001000,-0.001000
1489.660000,148966,0.047000,-0.893000,9.824000,0.004793,-0.091061,1.001769,0.000000,-0.003000,-0.001000
1489.670000,148967,0.049000,-0.908000,9.809000,0.004997,-0.092590,1.000240,0.000000,-0.001000,0.001000
1489.680000,148968,0.043000,-0.902000,9.809000,0.004385,-0.091978,1.000240,0.000000,-0.001000,-0.001000
1489.690000,148969,0.037000,-0.899000,9.815000,0.003773,-0.091672,1.000851,0.000000,-0.002000,0.000000
1489.700000,148970,0.043000,-0.896000,9.816000,0.004385,-0.091367,1.000953,0.001000,-0.001000,0.000000
