actual_distance_m,valid_procedures,basic_pbr_median_m,basic_pbr_stdev_m,basic_residual_median_rad,circular_candidate_median_m,circular_candidate_stdev_m,circular_cost_median_rad
0.5,153,0.38272441305496185,0.07201811312061461,0.1652241958708642,0.38,0.07238207020172403,0.16523625446952353
1.0,152,7.990596443099411,0.9671928711839348,0.2598029973497477,7.99,0.7131960378173122,0.2590312020344351
2.0,150,6.441406861308964,2.1410380197577212,0.854416986887161,6.475,2.198320628091502,0.8702914617796271
3.0,154,6.662157797891022,0.8447277059255681,0.4124092722717728,6.675,0.36684552435643075,0.4109833919175322
